,observer,date,bird.id,lower.cam.id,upper.cam.id,tree.sp,n.fruits.init,n.fruits.final,fruit.location,n.trees.collected,time.fruit.added,time.first.consumed,time.last.consumed,time.fruit.removed,time.paper1.removed,time.paper2.removed,time.paper3.removed,pile.id,n.seeds.pile,time.pile,handling.method,notes,bird.sp,mid,gpt
779,jb,20160720,mist12,ebl4,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:43:00,1899-12-31 07:45:00,NA,NA,NA,NA,u,1,1899-12-31 09:31:00,passed,NA,mist,1,107.9833333
780,jb,20160720,mist12,ebl4,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:43:00,1899-12-31 07:45:00,NA,NA,NA,NA,u,1,1899-12-31 09:37:00,passed,NA,mist,1,113.9833333
781,jb,20160720,mist12,ebl4,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:43:00,1899-12-31 07:45:00,NA,NA,NA,NA,u,1,1899-12-31 09:48:00,passed,NA,mist,1,124.9833333
782,jb,20160720,mist12,ebl4,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:43:00,1899-12-31 07:45:00,NA,NA,NA,NA,u,1,1899-12-31 09:51:00,passed,NA,mist,1,127.9833333
783,jb,20160720,mafd5,ebl3,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:26:00,1899-12-31 07:27:00,NA,NA,NA,NA,f,8,1899-12-31 07:50:00,passed,NA,mafd,0.5,23.99166667
784,jb,20160720,mafd5,ebl3,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:26:00,1899-12-31 07:27:00,NA,NA,NA,NA,f,22,1899-12-31 08:02:00,passed,NA,mafd,0.5,35.99166667
785,jb,20160720,mafd5,ebl3,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:26:00,1899-12-31 07:27:00,NA,NA,NA,NA,g,36,1899-12-31 08:03:00,passed,NA,mafd,0.5,36.99166667
786,jb,20160720,mafd5,ebl3,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:26:00,1899-12-31 07:27:00,NA,NA,NA,NA,n,22,1899-12-31 08:23:00,passed,NA,mafd,0.5,56.99166667
787,jb,20160720,mafd5,ebl3,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:26:00,1899-12-31 07:27:00,NA,NA,NA,NA,f,33,1899-12-31 08:33:00,passed,NA,mafd,0.5,66.99166667
788,jb,20160720,mafd5,ebl3,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:26:00,1899-12-31 07:27:00,NA,NA,NA,NA,g,3,1899-12-31 09:29:00,passed,NA,mafd,0.5,122.9916667
789,jb,20160720,mafd5,ebl3,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:26:00,1899-12-31 07:27:00,NA,NA,NA,NA,f,4,1899-12-31 08:01:00,passed,NA,mafd,0.5,34.99166667
790,jb,20160720,mafd5,ebl3,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:26:00,1899-12-31 07:27:00,NA,NA,NA,NA,d,12,1899-12-31 08:19:00,passed,NA,mafd,0.5,52.99166667
791,jb,20160720,mafd5,ebl3,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:26:00,1899-12-31 07:27:00,NA,NA,NA,NA,off grid,8,1899-12-31 08:55:00,passed,NA,mafd,0.5,88.99166667
792,jb,20160720,mafd5,ebl3,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:26:00,1899-12-31 07:27:00,NA,NA,NA,NA,off grid,1,1899-12-31 09:35:00,passed,NA,mafd,0.5,128.9916667
793,jb,20160720,mafd6,ebl6,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:31:00,1899-12-31 07:32:00,NA,NA,NA,NA,f,13,1899-12-31 08:15:00,passed,NA,mafd,0.5,43.99166667
794,jb,20160720,mafd6,ebl6,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:31:00,1899-12-31 07:32:00,NA,NA,NA,NA,o,14,1899-12-31 08:19:00,passed,NA,mafd,0.5,47.99166667
795,jb,20160720,mafd6,ebl6,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:31:00,1899-12-31 07:32:00,NA,NA,NA,NA,i,23,1899-12-31 08:22:00,passed,NA,mafd,0.5,50.99166667
796,jb,20160720,mafd6,ebl6,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:31:00,1899-12-31 07:32:00,NA,NA,NA,NA,b,42,1899-12-31 08:23:00,passed,NA,mafd,0.5,51.99166667
797,jb,20160720,mafd6,ebl6,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:31:00,1899-12-31 07:32:00,NA,NA,NA,NA,q,36,1899-12-31 08:24:00,passed,NA,mafd,0.5,52.99166667
798,jb,20160720,mafd6,ebl6,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:31:00,1899-12-31 07:32:00,NA,NA,NA,NA,a,18,1899-12-31 08:26:00,passed,NA,mafd,0.5,54.99166667
799,jb,20160720,mafd6,ebl6,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:31:00,1899-12-31 07:32:00,NA,NA,NA,NA,b,8,1899-12-31 08:45:00,passed,NA,mafd,0.5,73.99166667
800,jb,20160720,mafd6,ebl6,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:31:00,1899-12-31 07:32:00,NA,NA,NA,NA,f,4,1899-12-31 08:45:00,passed,NA,mafd,0.5,73.99166667
801,jb,20160720,mafd6,ebl6,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:31:00,1899-12-31 07:32:00,NA,NA,NA,NA,q,21,1899-12-31 08:32:00,passed,NA,mafd,0.5,60.99166667
802,jb,20160720,mafd6,ebl6,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:31:00,1899-12-31 07:32:00,NA,NA,NA,NA,f,3,1899-12-31 08:56:00,passed,NA,mafd,0.5,84.99166667
803,jb,20160720,mafd6,ebl6,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:31:00,1899-12-31 07:32:00,NA,NA,NA,NA,f,1,1899-12-31 09:03:00,passed,NA,mafd,0.5,91.99166667
804,jb,20160720,mafd6,ebl6,NA,aidia,10,0,marpi,6,NA,1899-12-31 07:31:00,1899-12-31 07:32:00,NA,NA,NA,NA,e,1,1899-12-31 09:34:00,passed,NA,mafd,0.5,122.9916667
805,er,20160720,gowe3,ebl1,NA,aidia,10,0.5,marpi,6,1899-12-31 09:24:00,1899-12-31 09:25:00,1899-12-31 09:25:00,1899-12-31 09:34:00,NA,NA,NA,h,14,1899-12-31 10:10:00,passed,bird only ate .5 fruit ,gowe,0,45
806,er,20160720,gowe3,ebl1,NA,aidia,10,0.5,marpi,6,1899-12-31 09:24:00,1899-12-31 09:25:00,1899-12-31 09:25:00,1899-12-31 09:34:00,NA,NA,NA,j,1,1899-12-31 10:45:00,passed,bird only ate .5 fruit ,gowe,0,80
807,er,20160720,gowe4,ebl2,NA,aidia,10,8,marpi,6,1899-12-31 09:24:00,1899-12-31 09:52:00,1899-12-31 09:53:00,1899-12-31 09:55:00,NA,NA,NA,e,11,1899-12-31 10:23:00,passed,NA,gowe,0.5,30.99166667
808,er,20160720,gowe4,ebl2,NA,aidia,10,8,marpi,6,1899-12-31 09:24:00,1899-12-31 09:52:00,1899-12-31 09:53:00,1899-12-31 09:55:00,NA,NA,NA,e,14,1899-12-31 10:26:00,passed,NA,gowe,0.5,33.99166667
809,er,20160720,gowe4,ebl2,NA,aidia,10,8,marpi,6,1899-12-31 09:24:00,1899-12-31 09:52:00,1899-12-31 09:53:00,1899-12-31 09:55:00,NA,NA,NA,b,5,1899-12-31 10:26:00,passed,NA,gowe,0.5,33.99166667
810,er,20160720,gowe4,ebl2,NA,aidia,10,8,marpi,6,1899-12-31 09:24:00,1899-12-31 09:52:00,1899-12-31 09:53:00,1899-12-31 09:55:00,NA,NA,NA,b,2,1899-12-31 10:28:00,passed,NA,gowe,0.5,35.99166667
811,er,20160720,gowe4,ebl2,NA,aidia,10,8,marpi,6,1899-12-31 09:24:00,1899-12-31 09:52:00,1899-12-31 09:53:00,1899-12-31 09:55:00,NA,NA,NA,b,3,1899-12-31 10:42:00,passed,NA,gowe,0.5,49.99166667
812,er,20160720,gowe4,ebl2,NA,aidia,10,8,marpi,6,1899-12-31 09:24:00,1899-12-31 09:52:00,1899-12-31 09:53:00,1899-12-31 09:55:00,NA,NA,NA,b,1,1899-12-31 10:57:00,passed,NA,gowe,0.5,64.99166667
813,er,20160720,gowe4,ebl2,NA,aidia,10,8,marpi,6,1899-12-31 09:24:00,1899-12-31 09:52:00,1899-12-31 09:53:00,1899-12-31 09:55:00,NA,NA,NA,b,1,1899-12-31 10:59:00,passed,NA,gowe,0.5,66.99166667
814,er,20160720,gowe3,ebl1,NA,aidia,6,2,marpi,6,1899-12-31 07:07:00,1899-12-31 07:08:00,1899-12-31 07:13:00,1899-12-31 07:17:00,NA,NA,NA,e,3,1899-12-31 07:31:00,passed,NA,gowe,2.5,22.95833333
815,er,20160720,gowe3,ebl1,NA,aidia,6,2,marpi,6,1899-12-31 07:07:00,1899-12-31 07:08:00,1899-12-31 07:13:00,1899-12-31 07:17:00,NA,NA,NA,k,2,1899-12-31 07:44:00,passed,NA,gowe,2.5,35.95833333
816,er,20160720,gowe3,ebl1,NA,aidia,6,2,marpi,6,1899-12-31 07:07:00,1899-12-31 07:08:00,1899-12-31 07:13:00,1899-12-31 07:17:00,NA,NA,NA,i,7,1899-12-31 07:46:00,passed,NA,gowe,2.5,37.95833333
817,er,20160720,gowe3,ebl1,NA,aidia,6,2,marpi,6,1899-12-31 07:07:00,1899-12-31 07:08:00,1899-12-31 07:13:00,1899-12-31 07:17:00,NA,NA,NA,m,13,1899-12-31 08:01:00,passed,NA,gowe,2.5,52.95833333
818,er,20160720,gowe3,ebl1,NA,aidia,6,2,marpi,6,1899-12-31 07:07:00,1899-12-31 07:08:00,1899-12-31 07:13:00,1899-12-31 07:17:00,NA,NA,NA,l,3,1899-12-31 08:23:00,passed,NA,gowe,2.5,74.95833333
819,er,20160720,gowe3,ebl1,NA,aidia,6,2,marpi,6,1899-12-31 07:07:00,1899-12-31 07:08:00,1899-12-31 07:13:00,1899-12-31 07:17:00,NA,NA,NA,e,2,1899-12-31 08:03:00,passed,NA,gowe,2.5,54.95833333
820,er,20160720,gowe4,ebl2,NA,aidia,6,4.5,marpi,6,1899-12-31 07:06:00,1899-12-31 07:14:00,1899-12-31 07:24:00,1899-12-31 07:24:00,NA,NA,NA,n,13,1899-12-31 07:52:00,passed,NA,gowe,5,37.91666667
821,er,20160720,gowe4,ebl2,NA,aidia,6,4.5,marpi,6,1899-12-31 07:06:00,1899-12-31 07:14:00,1899-12-31 07:24:00,1899-12-31 07:24:00,NA,NA,NA,b,12,1899-12-31 07:57:00,passed,NA,gowe,5,42.91666667
822,er,20160720,gowe4,ebl2,NA,aidia,6,4.5,marpi,6,1899-12-31 07:06:00,1899-12-31 07:14:00,1899-12-31 07:24:00,1899-12-31 07:24:00,NA,NA,NA,b,2,1899-12-31 08:08:00,passed,NA,gowe,5,53.91666667
823,er,20160720,gowe4,ebl2,NA,aidia,6,4.5,marpi,6,1899-12-31 07:06:00,1899-12-31 07:14:00,1899-12-31 07:24:00,1899-12-31 07:24:00,NA,NA,NA,b,2,1899-12-31 08:20:00,passed,NA,gowe,5,65.91666667
824,er,20160720,gowe4,ebl2,NA,aidia,6,4.5,marpi,6,1899-12-31 07:06:00,1899-12-31 07:14:00,1899-12-31 07:24:00,1899-12-31 07:24:00,NA,NA,NA,b,2,1899-12-31 08:22:00,passed,NA,gowe,5,67.91666667
825,er,20160720,gowe4,ebl2,NA,aidia,6,4.5,marpi,6,1899-12-31 07:06:00,1899-12-31 07:14:00,1899-12-31 07:24:00,1899-12-31 07:24:00,NA,NA,NA,b,2,1899-12-31 08:27:00,passed,NA,gowe,5,72.91666667
826,er,20160720,gowe4,ebl2,NA,aidia,6,4.5,marpi,6,1899-12-31 07:06:00,1899-12-31 07:14:00,1899-12-31 07:24:00,1899-12-31 07:24:00,NA,NA,NA,b,4,1899-12-31 08:37:00,passed,NA,gowe,5,82.91666667
827,er,20160720,gowe4,ebl2,NA,aidia,6,4.5,marpi,6,1899-12-31 07:06:00,1899-12-31 07:14:00,1899-12-31 07:24:00,1899-12-31 07:24:00,NA,NA,NA,b,1,1899-12-31 08:48:00,passed,NA,gowe,5,93.91666667
828,jb,20160721,gowe4,ebl6,NA,aidia,20,18.5,marpi,5,1899-12-31 07:00:00,1899-12-31 07:45:00,1899-12-31 07:45:00,1899-12-31 07:55:00,NA,NA,NA,d,3,1899-12-31 08:02:00,passed,NA,gowe,0,17
829,jb,20160721,gowe4,ebl6,NA,aidia,20,18.5,marpi,5,1899-12-31 07:00:00,1899-12-31 07:45:00,1899-12-31 07:45:00,1899-12-31 07:55:00,NA,NA,NA,n,4,1899-12-31 08:03:00,passed,NA,gowe,0,18
830,jb,20160721,gowe4,ebl6,NA,aidia,20,18.5,marpi,5,1899-12-31 07:00:00,1899-12-31 07:45:00,1899-12-31 07:45:00,1899-12-31 07:55:00,NA,NA,NA,i,3,1899-12-31 08:13:00,passed,NA,gowe,0,28
831,jb,20160721,gowe4,ebl6,NA,aidia,20,18.5,marpi,5,1899-12-31 07:00:00,1899-12-31 07:45:00,1899-12-31 07:45:00,1899-12-31 07:55:00,NA,NA,NA,b,7,1899-12-31 08:19:00,passed,NA,gowe,0,34
832,jb,20160721,gowe4,ebl6,NA,aidia,20,18.5,marpi,5,1899-12-31 07:00:00,1899-12-31 07:45:00,1899-12-31 07:45:00,1899-12-31 07:55:00,NA,NA,NA,c,11,1899-12-31 08:19:00,passed,NA,gowe,0,34
833,jb,20160721,gowe4,ebl6,NA,aidia,20,18.5,marpi,5,1899-12-31 07:00:00,1899-12-31 07:45:00,1899-12-31 07:45:00,1899-12-31 07:55:00,NA,NA,NA,b,3,1899-12-31 08:18:00,passed,NA,gowe,0,33
834,jb,20160721,gowe4,ebl6,NA,aidia,20,18.5,marpi,5,1899-12-31 07:00:00,1899-12-31 07:45:00,1899-12-31 07:45:00,1899-12-31 07:55:00,NA,NA,NA,n,2,1899-12-31 08:23:00,passed,NA,gowe,0,38
835,jb,20160721,gowe4,ebl6,NA,aidia,20,18.5,marpi,5,1899-12-31 07:00:00,1899-12-31 07:45:00,1899-12-31 07:45:00,1899-12-31 07:55:00,NA,NA,NA,n,4,1899-12-31 08:27:00,passed,NA,gowe,0,42
836,jb,20160721,gowe4,ebl6,NA,aidia,20,18.5,marpi,5,1899-12-31 07:00:00,1899-12-31 07:45:00,1899-12-31 07:45:00,1899-12-31 07:55:00,NA,NA,NA,b,1,1899-12-31 08:36:00,passed,NA,gowe,0,51
837,jb,20160721,gowe4,ebl6,NA,aidia,20,18.5,marpi,5,1899-12-31 07:00:00,1899-12-31 07:45:00,1899-12-31 07:45:00,1899-12-31 07:55:00,NA,NA,NA,b,1,1899-12-31 08:37:00,passed,NA,gowe,0,52
838,jb,20160721,gowe1,ebl1,NA,ficus p.,0.125,0,marpi,2,NA,1899-12-31 07:15:00,1899-12-31 07:16:00,NA,NA,NA,NA,c,4,1899-12-31 07:38:00,passed,NA,gowe,0.5,22.99166667
839,jb,20160721,gowe1,ebl1,NA,ficus p.,0.125,0,marpi,2,NA,1899-12-31 07:15:00,1899-12-31 07:16:00,NA,NA,NA,NA,g,3,1899-12-31 07:47:00,passed,NA,gowe,0.5,31.99166667
840,jb,20160721,gowe1,ebl1,NA,ficus p.,0.125,0,marpi,2,NA,1899-12-31 07:15:00,1899-12-31 07:16:00,NA,NA,NA,NA,g,2,1899-12-31 07:55:00,passed,NA,gowe,0.5,39.99166667
841,jb,20160721,gowe1,ebl1,NA,ficus p.,0.125,0,marpi,2,NA,1899-12-31 07:15:00,1899-12-31 07:16:00,NA,NA,NA,NA,d,4,1899-12-31 08:21:00,passed,NA,gowe,0.5,65.99166667
842,jb,20160721,gowe1,ebl1,NA,ficus p.,0.125,0,marpi,2,NA,1899-12-31 07:15:00,1899-12-31 07:16:00,NA,NA,NA,NA,d,12,1899-12-31 08:30:00,passed,NA,gowe,0.5,74.99166667
843,jb,20160721,gowe1,ebl1,NA,ficus p.,0.125,0,marpi,2,NA,1899-12-31 07:15:00,1899-12-31 07:16:00,NA,NA,NA,NA,c,5,1899-12-31 08:27:00,passed,NA,gowe,0.5,71.99166667
844,jb,20160721,gowe1,ebl1,NA,ficus p.,0.125,0,marpi,2,NA,1899-12-31 07:15:00,1899-12-31 07:16:00,NA,NA,NA,NA,d,14,1899-12-31 08:43:00,passed,NA,gowe,0.5,87.99166667
845,jb,20160721,gowe1,ebl1,NA,ficus p.,0.125,0,marpi,2,NA,1899-12-31 07:15:00,1899-12-31 07:16:00,NA,NA,NA,NA,d,3,1899-12-31 08:43:00,passed,NA,gowe,0.5,87.99166667
846,jb,20160721,gowe1,ebl1,NA,ficus p.,0.125,0,marpi,2,NA,1899-12-31 07:15:00,1899-12-31 07:16:00,NA,NA,NA,NA,c,1,1899-12-31 09:11:00,passed,NA,gowe,0.5,115.9916667
847,jb,20160721,gowe2,ebl3,NA,ficus p.,0.125,0,marpi,2,NA,1899-12-31 07:10:00,1899-12-31 07:11:00,NA,NA,NA,NA,o,3,1899-12-31 07:32:00,passed,NA,gowe,0.5,21.99166667
848,jb,20160721,gowe2,ebl3,NA,ficus p.,0.125,0,marpi,2,NA,1899-12-31 07:10:00,1899-12-31 07:11:00,NA,NA,NA,NA,d,7,1899-12-31 07:38:00,passed,NA,gowe,0.5,27.99166667
849,jb,20160721,gowe2,ebl3,NA,ficus p.,0.125,0,marpi,2,NA,1899-12-31 07:10:00,1899-12-31 07:11:00,NA,NA,NA,NA,a,4,1899-12-31 07:40:00,passed,NA,gowe,0.5,29.99166667
850,jb,20160721,gowe2,ebl3,NA,ficus p.,0.125,0,marpi,2,NA,1899-12-31 07:10:00,1899-12-31 07:11:00,NA,NA,NA,NA,m,2,1899-12-31 07:46:00,passed,NA,gowe,0.5,35.99166667
851,jb,20160721,gowe2,ebl3,NA,ficus p.,0.125,0,marpi,2,NA,1899-12-31 07:10:00,1899-12-31 07:11:00,NA,NA,NA,NA,h,9,1899-12-31 07:52:00,passed,NA,gowe,0.5,41.99166667
852,jb,20160721,gowe2,ebl3,NA,ficus p.,0.125,0,marpi,2,NA,1899-12-31 07:10:00,1899-12-31 07:11:00,NA,NA,NA,NA,a,11,1899-12-31 08:14:00,passed,NA,gowe,0.5,63.99166667
853,jb,20160721,gowe2,ebl3,NA,ficus p.,0.125,0,marpi,2,NA,1899-12-31 07:10:00,1899-12-31 07:11:00,NA,NA,NA,NA,o,10,1899-12-31 07:58:00,passed,NA,gowe,0.5,47.99166667
854,jb,20160721,gowe2,ebl3,NA,ficus p.,0.125,0,marpi,2,NA,1899-12-31 07:10:00,1899-12-31 07:11:00,NA,NA,NA,NA,m,3,1899-12-31 08:01:00,passed,NA,gowe,0.5,50.99166667
855,jb,20160721,gowe2,ebl3,NA,ficus p.,0.125,0,marpi,2,NA,1899-12-31 07:10:00,1899-12-31 07:11:00,NA,NA,NA,NA,l,3,1899-12-31 08:05:00,passed,NA,gowe,0.5,54.99166667
856,jb,20160721,gowe4,ebl6,NA,ficus p.,0.25,0,marpi,2,NA,1899-12-31 10:36:00,1899-12-31 10:37:00,NA,NA,NA,NA,b,7,1899-12-31 11:22:00,passed,NA,gowe,0.5,45.99166667
857,jb,20160721,gowe4,ebl6,NA,ficus p.,0.25,0,marpi,2,NA,1899-12-31 10:36:00,1899-12-31 10:37:00,NA,NA,NA,NA,b,14,1899-12-31 11:22:00,passed,NA,gowe,0.5,45.99166667
858,jb,20160721,gowe4,ebl6,NA,ficus p.,0.25,0,marpi,2,NA,1899-12-31 10:36:00,1899-12-31 10:37:00,NA,NA,NA,NA,a,3,1899-12-31 11:22:00,passed,NA,gowe,0.5,45.99166667
859,jb,20160721,gowe4,ebl6,NA,ficus p.,0.25,0,marpi,2,NA,1899-12-31 10:36:00,1899-12-31 10:37:00,NA,NA,NA,NA,b,3,1899-12-31 11:28:00,passed,NA,gowe,0.5,51.99166667
860,jb,20160721,gowe4,ebl6,NA,ficus p.,0.25,0,marpi,2,NA,1899-12-31 10:36:00,1899-12-31 10:37:00,NA,NA,NA,NA,b,14,1899-12-31 11:32:00,passed,NA,gowe,0.5,55.99166667
215,jb,20160721,gowe4,ebl6,NA,ficus p.,0.25,0,marpi,2,NA,1899-12-31 10:36:00,1899-12-31 10:37:00,NA,NA,NA,NA,c,5,1899-12-31 11:32:00,passed,NA,gowe,0.5,55.99166667
216,jb,20160721,gowe4,ebl6,NA,ficus p.,0.25,0,marpi,2,NA,1899-12-31 10:36:00,1899-12-31 10:37:00,NA,NA,NA,NA,n,3,1899-12-31 11:50:00,passed,NA,gowe,0.5,73.99166667
217,jb,20160721,gowe4,ebl6,NA,ficus p.,0.25,0,marpi,2,NA,1899-12-31 10:36:00,1899-12-31 10:37:00,NA,NA,NA,NA,c,2,1899-12-31 11:56:00,passed,NA,gowe,0.5,79.99166667
218,jb,20160721,gowe4,ebl6,NA,ficus p.,0.25,0,marpi,2,NA,1899-12-31 10:36:00,1899-12-31 10:37:00,NA,NA,NA,NA,b,3,1899-12-31 11:57:00,passed,NA,gowe,0.5,80.99166667
865,jb,20160721,gowe4,ebl6,NA,ficus p.,0.25,0,marpi,2,NA,1899-12-31 10:36:00,1899-12-31 10:37:00,NA,NA,NA,NA,b,1,1899-12-31 11:58:00,passed,NA,gowe,0.5,81.99166667
866,jb,20160721,gowe4,ebl6,NA,ficus p.,0.25,0,marpi,2,NA,1899-12-31 10:36:00,1899-12-31 10:37:00,NA,NA,NA,NA,b,1,1899-12-31 12:20:00,passed,NA,gowe,0.5,103.9916667
867,jb,20160721,gowe4,ebl6,NA,ficus p.,0.25,0,marpi,2,NA,1899-12-31 10:36:00,1899-12-31 10:37:00,NA,NA,NA,NA,n,1,1899-12-31 12:33:00,passed,NA,gowe,0.5,116.9916667
868,jb,20160721,gowe 3,ebl2,NA,aidia,17,15,marpi,5,1899-12-31 10:20:00,1899-12-31 10:20:00,1899-12-31 10:21:00,1899-12-31 10:30:00,NA,NA,NA,b,4,1899-12-31 10:44:00,passed,NA,gowe,0.5,23.99166667
869,jb,20160721,gowe 3,ebl2,NA,aidia,17,15,marpi,5,1899-12-31 10:20:00,1899-12-31 10:20:00,1899-12-31 10:21:00,1899-12-31 10:30:00,NA,NA,NA,i,7,1899-12-31 10:46:00,passed,NA,gowe,0.5,25.99166667
870,jb,20160721,gowe 3,ebl2,NA,aidia,17,15,marpi,5,1899-12-31 10:20:00,1899-12-31 10:20:00,1899-12-31 10:21:00,1899-12-31 10:30:00,NA,NA,NA,f,4,1899-12-31 10:49:00,passed,NA,gowe,0.5,28.99166667
871,jb,20160721,gowe 3,ebl2,NA,aidia,17,15,marpi,5,1899-12-31 10:20:00,1899-12-31 10:20:00,1899-12-31 10:21:00,1899-12-31 10:30:00,NA,NA,NA,b,3,1899-12-31 11:02:00,passed,NA,gowe,0.5,41.99166667
872,jb,20160721,gowe 3,ebl2,NA,aidia,17,15,marpi,5,1899-12-31 10:20:00,1899-12-31 10:20:00,1899-12-31 10:21:00,1899-12-31 10:30:00,NA,NA,NA,f,10,1899-12-31 11:04:00,passed,NA,gowe,0.5,43.99166667
873,jb,20160721,gowe 3,ebl2,NA,aidia,17,15,marpi,5,1899-12-31 10:20:00,1899-12-31 10:20:00,1899-12-31 10:21:00,1899-12-31 10:30:00,NA,NA,NA,c,8,1899-12-31 11:10:00,passed,NA,gowe,0.5,49.99166667
874,jb,20160721,gowe 3,ebl2,NA,aidia,17,15,marpi,5,1899-12-31 10:20:00,1899-12-31 10:20:00,1899-12-31 10:21:00,1899-12-31 10:30:00,NA,NA,NA,c,3,1899-12-31 11:12:00,passed,NA,gowe,0.5,51.99166667
875,jb,20160721,gowe 3,ebl2,NA,aidia,17,15,marpi,5,1899-12-31 10:20:00,1899-12-31 10:20:00,1899-12-31 10:21:00,1899-12-31 10:30:00,NA,NA,NA,c,3,1899-12-31 11:13:00,passed,NA,gowe,0.5,52.99166667
876,jb,20160721,gowe 3,ebl2,NA,aidia,17,15,marpi,5,1899-12-31 10:20:00,1899-12-31 10:20:00,1899-12-31 10:21:00,1899-12-31 10:30:00,NA,NA,NA,a,1,1899-12-31 11:24:00,passed,NA,gowe,0.5,63.99166667
877,jb,20160721,gowe 3,ebl2,NA,aidia,17,15,marpi,5,1899-12-31 10:20:00,1899-12-31 10:20:00,1899-12-31 10:21:00,1899-12-31 10:30:00,NA,NA,NA,b,1,1899-12-31 11:28:00,passed,NA,gowe,0.5,67.99166667
879,jb,20160721,mist 12,ebl4,NA,pipturus,1,0,star water,1,NA,1899-12-31 06:48:00,1899-12-31 06:48:00,NA,NA,NA,NA,e,3,1899-12-31 07:07:00,passed,NA,mist,0,19
880,jb,20160721,mist 12,ebl4,NA,pipturus,1,0,star water,1,NA,1899-12-31 06:48:00,1899-12-31 06:48:00,NA,NA,NA,NA,h,2,1899-12-31 07:07:00,passed,NA,mist,0,19
881,jb,20160721,mist 12,ebl4,NA,pipturus,1,0,star water,1,NA,1899-12-31 06:48:00,1899-12-31 06:48:00,NA,NA,NA,NA,r,1,1899-12-31 07:10:00,passed,NA,mist,0,22
882,jb,20160721,mist 12,ebl4,NA,pipturus,1,0,star water,1,NA,1899-12-31 06:48:00,1899-12-31 06:48:00,NA,NA,NA,NA,r,10,1899-12-31 07:18:00,passed,NA,mist,0,30
883,jb,20160721,mist 12,ebl4,NA,pipturus,1,0,star water,1,NA,1899-12-31 06:48:00,1899-12-31 06:48:00,NA,NA,NA,NA,h,3,1899-12-31 07:24:00,passed,NA,mist,0,36
884,jb,20160721,mist 12,ebl4,NA,pipturus,1,0,star water,1,NA,1899-12-31 06:48:00,1899-12-31 06:48:00,NA,NA,NA,NA,t,3,1899-12-31 07:24:00,passed,NA,mist,0,36
885,jb,20160721,mist 12,ebl4,NA,pipturus,1,0,star water,1,NA,1899-12-31 06:48:00,1899-12-31 06:48:00,NA,NA,NA,NA,e,9,1899-12-31 07:38:00,passed,NA,mist,0,50
886,jb,20160721,mist 12,ebl4,NA,pipturus,1,0,star water,1,NA,1899-12-31 06:48:00,1899-12-31 06:48:00,NA,NA,NA,NA,e,5,1899-12-31 07:38:00,passed,NA,mist,0,50
887,jb,20160721,mist 12,ebl4,NA,pipturus,1,0,star water,1,NA,1899-12-31 06:48:00,1899-12-31 06:48:00,NA,NA,NA,NA,u,4,1899-12-31 08:02:00,passed,NA,mist,0,74
888,jb,20160721,mist 12,ebl4,NA,pipturus,1,0,star water,1,NA,1899-12-31 06:48:00,1899-12-31 06:48:00,NA,NA,NA,NA,u,3,1899-12-31 08:06:00,passed,NA,mist,0,78
889,jb,20160721,mist 12,ebl4,NA,pipturus,1,0,star water,1,NA,1899-12-31 06:48:00,1899-12-31 06:48:00,NA,NA,NA,NA,t,3,1899-12-31 08:07:00,passed,NA,mist,0,79
890,jb,20160721,mist 12,ebl4,NA,pipturus,1,0,star water,1,NA,1899-12-31 06:48:00,1899-12-31 06:48:00,NA,NA,NA,NA,u,2,1899-12-31 08:25:00,passed,NA,mist,0,97
891,jb,20160721,mist 10,ebl5,NA,pipturus,1,0,star water,1,NA,1899-12-31 06:51:00,1899-12-31 06:51:00,NA,NA,NA,NA,h,9,1899-12-31 07:30:00,passed,NA,mist,0,39
892,jb,20160721,mist 10,ebl5,NA,pipturus,1,0,star water,1,NA,1899-12-31 06:51:00,1899-12-31 06:51:00,NA,NA,NA,NA,i,4,1899-12-31 07:31:00,passed,NA,mist,0,40
893,jb,20160721,mist 10,ebl5,NA,pipturus,1,0,star water,1,NA,1899-12-31 06:51:00,1899-12-31 06:51:00,NA,NA,NA,NA,k,2,1899-12-31 07:31:00,passed,NA,mist,0,40
